# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
16163,One-Eared Yian Garuga上背鳞,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">One-Eared Yian Garuga的上等鳞片，被用来打造One-Eared Yian Garuga特性装备的素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16163,,1092,,,4,,4,,4,,,,,,,,,,,,,,,,,,
16164,One-Eared Yian Garuga重喙,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">One-Eared Yian Garuga的重喙，常用于捕食，战斗和吸引异性。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16164,,1092,,,6,,6,,6,,,,,,,,,,,,,,,,,,
16165,One-Eared Yian Garuga上残翼,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">被破坏后剥下的One-Eared Yian Garuga翼，硬度在鸟龙种中很上乘。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16165,,1092,,,6,,6,,6,,,,,,,,,,,,,,,,,,
16166,One-Eared Yian Garuga硬鬃,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">历经年月已经变硬的One-Eared Yian Garuga鬃毛，牢牢生长着不会掉落。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16166,,1092,,,6,,6,,6,,,,,,,,,,,,,,,,,,
16167,One-Eared Garuga Edge Webbing,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">One-Eared Yian Garuga的优质翼膜，柔软且更具韧性。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16167,,1092,,,4,,4,,4,,,,,,,,,,,,,,,,1,,
16168,One-Eared Garuga Sharp Beak,"""<FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">猎人破坏狂躁的One-Eared Yian Garuga嘴后获得素材，非常珍贵。</FONT>""",1,2,mat_beak_04_bk,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,,1092,,136,6,5,6,52,6,,,,,,,,,,,,,,,,6,,
16169,One-Eared Garuga Wing+,"""<FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">被破坏后剥下的One-Eared Yian Garuga刚翼，硬度在鸟龙种中很上乘。</FONT>""",1,2,mat_wing_01_bk_white,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16169,,1092,,136,6,5,6,52,6,,,,,,,,,,,,,,,,6,,
16170,One-Heared Garuga Hard Shell+,"""<FONT COLOR=\""\#6285C6\"" >Source：片耳Yian Garuga</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">优质的One-Eared Yian Garuga背部甲壳，可以用来加工成优质的装备。</FONT>""",1,2,mat_shell_04_BLK,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16170,,1092,,136,6,5,6,52,6,,,,,,,,,,,,,,,,6,,
16171,S.Monoblos Wing,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的翅膀，能释放出强大的风压。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16171,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16172,S.Monoblos Shell,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的甲壳，具有飞龙种所拥有的坚硬特质。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16172,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16173,S.Monoblos Marrow,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos Marrow，可以用来制作装备。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16173,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16174,S.Monoblos Carapace,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的背部甲壳，比其他部位的更坚硬。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16174,,6032,,,4,,4,,4,,,,,,,,,,,,,,,,1,,
16175,S.Monoblos Heart,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">从Shattered Monoblos体内剥取 Heart，个体庞大，还带有一些余温。</FONT>""",1,3,mat_shell_04_BRW,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16175,,6032,,137,10,5,10,55,10,,,,,,,,,,,,,,,,5,,
16176,S.Monoblos Tail,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">可断下的Shattered Monoblos尾部，去除不能使用的小部分后能制成各种装备。</FONT>""",1,2,mat_tail_05,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16176,,6032,,137,6,5,6,55,6,,,,,,,,,,,,,,,,3,,
16177,Fractured Red Horn,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的赤角，弯曲弧度非常之大，坚硬程度不负Shattered Monoblos之名。</FONT>""",1,3,mat_horn_01,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16177,,6032,,137,40,5,40,55,40,,,,,,,,,,,,,,,,20,,
16178,Blazing Fractured Horn,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">暴怒状态下，仿佛燃烧着一般的Shattered Monoblos的角，可以用来制作素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16178,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,,,
16179,S.Monoblos Blood,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">暴怒状态下Shattered Monoblos的血液，如同沸腾一般。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16179,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,,,
16180,S.Monoblos Skull,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">坚固的断角MonoblosHead Shell，保持了一个稳定的形状所以用外力很难破坏。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16180,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,,,
16181,S.Monoblos Hard Shell,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">坚硬的断角Monoblos甲壳，要获取到需要花一点力气。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16181,,6032,,,4,,4,,4,,,,,,,,,,,,,,,,,,
16182,S.Monoblos Hard Carapace,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">断角Monoblos的背部甲壳，在骨骼的构造上更致密，防御性能也更好。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16182,,6032,,,10,,10,,10,,,,,,,,,,,,,,,,,,
16183,S.Monoblos Tough Tail,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">断角Monoblos的尾部素材，可以用来进行各种制造，包覆的鳞片很厚实。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16183,,6032,,,6,,6,,6,,,,,,,,,,,,,,,,,,
16184,Crimson Blade,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">雄壮的断角Monoblos的上等赤角，拥有强大力量的同时也是造型帅气的素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16184,,6032,,,40,,40,,40,,,,,,,,,,,,,,,,,,
16185,S.Monoblos Wing+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos坚硬的翅膀，虽然比不上头骨，但是已能够造成大伤害的攻击。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16185,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16186,S.Monoblos Hard Shell+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">坚硬的Shattered Monoblos甲壳，要获取到需要花一点力气。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16186,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16187,S.Monoblos Medulla,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">坚固的Shattered Monoblos的优质骨髓，可以用来制作更好的装备。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16187,,6032,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16188,S.Monoblos Carapce+,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的背部甲壳，在骨骼的构造上更致密，防御性能也更好。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16188,,6032,,,4,,4,,4,,,,,,,,,,,,,,,,1,,
16189,S.Monoblos Pulsating Heart,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos经过多次飞行后被剥取下 Heart，仍然带有滚烫的体温，能保持很长时间。</FONT>""",1,3,mat_shell_04_BRW,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,,6032,,137,10,5,10,55,10,,,,,,,,,,,,,,,,10,,
16190,S.Monoblos Tough Tail+,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Shattered Monoblos的尾部素材，可以用来进行各种制造，包覆的鳞片很厚实。</FONT>""",1,2,mat_tail_05,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16190,,6032,,137,6,5,6,55,6,,,,,,,,,,,,,,,,6,,
16191,Shattered Crimson Horn,"""<FONT COLOR=\""\#6285C6\"" >Source：Shattered Monoblos</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">雄壮的Shattered Monoblos的上等赤角，拥有强大力量的同时也是造型帅气的素材。</FONT>""",1,3,mat_horn_01,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191,,6032,,137,40,5,40,55,40,,,,,,,,,,,,,,,,40,,
16192,Flaming Marrow,"""<FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">通过先进的剥取技术获得素材，接触空气后会产生火焰。</FONT>""",1,2,prop_bone_07_grn,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16192,,6042,,138,6,5,6,55,6,,,,,,,,,,,,,,,,3,,
16193,Flaming Wyvern Scale,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">喜欢盘旋在自己巢穴附近的飞龙烈焰Rathian的鳞片。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16193,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16194,Flaming Wyvern Spine,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">生长在烈焰Rathian背后及翅膀附近，拥有毒性的好似针一般的毛。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16194,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16195,Flaming Shell,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">多片烈焰Rathian的鳞片聚集重叠后加固的甲壳，比单个鳞片的耐久度要高。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16195,,6042,,,4,,4,,4,,,,,,,,,,,,,,,,1,,
16196,Flame Red Scale,"""<FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">据说生长在烈焰Rathian尾巴上的火之鳞片，背负着烈焰Rathian之名，是极为珍贵的素材。</FONT>""",1,3,mat_scale_02_GRN,1,0,1,8,1,2,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16196,,6042,,138,10,5,10,55,10,,,,,,,,,,,,,,,,5,,
16197,Flaming Wyvern Claw,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">烈焰Rathian的爪，锐利且坚硬，打磨后适宜制作装备和运用在生活中。</FONT>""",1,1,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16197,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,1,,
16198,C.Rathian Medulla,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">通过先进的剥取技术获得素材，容易着火的特性使得其加工起来非常困难。</FONT>""",1,3,item_icon_59,1,0,1,8,1,2,0,0,999,0,0,100,46.25,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16198,,6042,,,6,,6,,6,,,,,,,,,,,,,,,,,,
16199,Flaming Venom,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">从烈焰Rathian棘上提取的毒液，可以用来制作素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16199,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,,,
16200,C.Rathian Spine,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">生长在烈焰Rathian身上宛如刀刃般的毛，比一般的棘要更加坚固。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,,,
16201,True Blazing Sac,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">怪物的内脏器官，破裂后释放出炽热的火焰，将周围的物体焚烧殆尽。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16201,,6042,,,4,,4,,4,,,,,,,,,,,,,,,,,,
16202,C.Rathian Shell,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">比烈焰Rathian的甲壳更为坚硬，被称之为坚壳的素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16202,,6042,,,10,,10,,10,,,,,,,,,,,,,,,,,,
16203,Flaming Webbing,"""<FONT COLOR=\""\#68A16A\"" >An old material and has no value. Better sell it for extra zenny.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：烈焰Rathian</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">烈焰Rathian的翼膜，可以用来制作素材。</FONT>""",1,3,item_icon_59,1,0,1,8,1,0,0,0,999,0,0,100,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16203,,6042,,,2,,2,,2,,,,,,,,,,,,,,,,,,
